"TIMESTAMP", "OPEN", "CLOSE", "HIGH", "LOW", "VOLUME", "QUOTE_VOLUME", "CURRENCY_PAIR"
"1508371200","3812.00422456","5137.92726916","5693.2105144","3806.38167633","2.82469301","14700.84210814","BTC-USDT"
"1508457600","5137.92726916","5698.29743879","5998.20783053","5137.92726916","3.45517171","19656.68581202","BTC-USDT"
"1508544000","5698.29743879","5985.00000004","6659.99999998","5691.99999971","0.63803224","3826.88601303","BTC-USDT"
"1508630400","5985.00000005","6500","6659.99999999","5691.99999972","1.87315265","11395.23764489","BTC-USDT"
"1508716800","6229.65000043","6149.99999999","6500","5691.99999971","2.80964446","16958.34064193","BTC-USDT"
"1508803200","6149.99999999","5731.99999998","6149.99999999","5269.276017","5.3596249","29775.58323485","BTC-USDT"
"1508889600","5280","5779.99999999","5779.99999999","5170.9931872","6.82063157","37138.81821885","BTC-USDT"
"1508976000","5779.99999999","6010","6029.99999999","5450","5.14549965","29886.05562976","BTC-USDT"
"1509062400","5768","5699.999999","5999","5286.00001","8.92519132","52060.72068007","BTC-USDT"
"1509148800","5774.22","5701","5999","5420.000001","11.81334225","67922.20756596","BTC-USDT"
"1509235200","5701","6016.016017","6149.999999","5451.000001","11.27974578","66268.49742547","BTC-USDT"
"1509321600","6016.016017","6246.989999","6474.999999","5799","13.21171606","80761.88838289","BTC-USDT"
"1509408000","6132","6310.200001","6474.999999","6001","18.52782863","116784.09459994","BTC-USDT"
"1509494400","6467.999999","6874.8","6874.8","6310.10002","10.55554485","69089.15028025","BTC-USDT"
"1509580800","6873.999999","6988","7300","6425","11.73233803","81670.1023842","BTC-USDT"
"1509840000","7305","7305.000002","7700","7006.000001","9.89491468","73461.60706621","BTC-USDT"
"1509926400","7307.000001","7000","7599.9","6902","18.90451825","136702.79430763","BTC-USDT"
"1510185600","7100","7115","7450","7100","12.56308722","90059.87187979","BTC-USDT"
"1510272000","7115","6290.000001","7286.5","6188.000001","12.63744757","84610.50756564","BTC-USDT"
"1510358400","6290.000001","6236.100001","6799","6227","28.10752851","179276.4805339","BTC-USDT"
"1510444800","6236.100001","5600","6850","5005","14.84584356","87991.45296062","BTC-USDT"
"1510617600","6700","6271.000001","6797","6050.000081","19.55912011","123602.81371064","BTC-USDT"
