"TIMESTAMP", "OPEN", "CLOSE", "HIGH", "LOW", "VOLUME", "QUOTE_VOLUME", "CURRENCY_PAIR"
"1508846400","5749.99999999","5280.00000001","5749.99999999","5269.276017","1.9480148","10455.71575857","BTC-USDT"
"1508868000","5749.99999999","5731.99999998","5801.99999999","5280","1.94227435","10831.60088791","BTC-USDT"
"1508889600","5280","5280","5720.33999999","5250","2.53009467","13686.32405122","BTC-USDT"
"1508911200","5499.99999999","5494.99999999","5499.99999999","5170.9931872","1.43226987","7757.46469176","BTC-USDT"
"1508932800","5497.99999999","5589.99999999","5599.99999999","5300","1.84693328","10092.83935999","BTC-USDT"
"1508954400","5589.99999999","5779.99999999","5779.99999999","5282","1.01133375","5602.19011588","BTC-USDT"
"1508976000","5779.99999999","5809.99999999","5992.82938399","5450","1.31646167","7491.96484381","BTC-USDT"
"1508997600","5809.99999999","5665.00000301","5809.99999999","5600.00000001","0.89113967","5145.947853","BTC-USDT"
"1509019200","5805.99999999","5768.00000001","6029.99999999","5665.00000301","1.74921607","10304.59717296","BTC-USDT"
"1509040800","5939.99999999","6010","6010","5688","1.18868224","6943.54575999","BTC-USDT"
"1509062400","5768","5899.99999999","5999","5688.00000001","1.25883416","7333.25608667","BTC-USDT"
"1509084000","5899.99999999","5974.999999","5979.99999999","5768.00111001","2.75000703","16272.94504556","BTC-USDT"
"1509105600","5974.999999","5699.999999","5974.999999","5668","2.62809323","15313.03815346","BTC-USDT"
"1509127200","5700","5699.999999","5935","5286.00001","2.2882569","13141.48139438","BTC-USDT"
"1509148800","5774.22","5645.000001","5917.999999","5639.000002","2.67775757","15468.74784739","BTC-USDT"
"1509170400","5899.999999","5999","5999","5639","2.91259147","17013.80685088","BTC-USDT"
"1509192000","5640","5420.000001","5888.99","5420.000001","3.50767148","19951.1038453","BTC-USDT"
"1509213600","5638","5701","5800","5420.000002","2.71532173","15488.54902239","BTC-USDT"
"1509235200","5701","5750","5798","5701","2.37828668","13734.32212689","BTC-USDT"
"1509256800","5890","5875.999999","5890","5451.000001","2.25158772","13151.22845922","BTC-USDT"
"1509278400","5780.000001","5948.999999","5949","5471","2.32155185","13624.53018714","BTC-USDT"
"1509300000","5948.999999","6016.016017","6149.999999","5614","4.32831953","25758.41665222","BTC-USDT"
"1509321600","6016.016017","6178.999999","6180","5799","3.08493976","18705.0486112","BTC-USDT"
"1509343200","6178.999998","6250","6474.999999","6099.99","3.50652487","21697.56114349","BTC-USDT"
"1509364800","6279.999999","6048.999999","6279.999999","5895","3.87999809","23600.62761136","BTC-USDT"
"1509386400","6049","6246.989999","6249.999999","6004.999999","2.74025334","16758.65101684","BTC-USDT"
"1509408000","6132","6239.989999","6249.999999","6131","2.63017162","16314.87628694","BTC-USDT"
"1509429600","6239.989999","6219.999999","6239.989999","6001","1.83274637","11310.92265613","BTC-USDT"
